新聞標題,是否適宜觀看
檢疫7天再自主管理！機師換坐牢照抗議 莊人祥：觀察一個月「可改5天」,1
傳藝金曲獎得主與屏東演藝廳合作 出專輯向貝多芬致敬,1
NBA／泰托姆封「街頭痞子」 綠衫軍菜鳥獲主帥深深期許,1
川普決勝日最後一搏 批「投降黨團」加速分裂共和黨,1
快訊／周四寒流來襲「下探6℃」 玉山、太平山恐降雪,1
LG將以Mini LED技術打造全新QNED系列電視產品 明年初正式亮相,1
李遠哲：萊克多巴胺在安全標準內 對健康影響不大,1
闖中橫失蹤疑點多！獲救男曾狂喊：有人在追他,0
民眾憂加工品藏萊豬　陳吉仲：溯源會做到100%,1
台灣生鮮豬肉出口再傳捷報 有望新增菲律賓,1
蝦皮賣台灣豬標章 畜產會報案,1
長輩常頭暈,1
〈龍的傳人〉搭王一博嗨出最高點　王力宏嘆：我出道他還沒出生,1
滴醋在鼻防流感?! 網路謠言別亂聽,1
蔡拋兩岸對話 陸學者：輿論戰！不意味她相信真的可行,1
與舒淇夫妻合照 他亂入被罵了,1
vivo公布X60系列售價 預告搭載Snapdragon 888處理器機種明年1月亮相,1
醫美貴婦拍片駁給零用錢 大酸乾兒子長相「虱目魚頭」,1
台股資金行情可期 法人：震盪逢低可布局,1
身價41.9億「豆豆先生」放話不幹了　他嘆：壓力大又累,1
超商赫見「大善人」…結完帳秒捐愛心 網見金額驚：喝醉了？,1
高雄旅展來了! 飛澎湖機+酒下殺2千,1
本土0確診破功！日鄉民這論點超中肯,1
台灣房屋何瑩喬 「人生逆轉勝」創千萬業績,1
起底《Sweet Home》宋江　「小宋仲基」冰塊腹肌、太平洋寬肩一次擁有,1
HBL／南山8強報到 許時清：叫我們外卡球隊,1
麥當勞連3天送優惠券　下週加碼豬肉滿福堡買1送1,1
你有多一件！幽靈包裹夾雜 付980元遭詐,1
Ella吊鋼絲化身小金人　坦言曾想當男生「現在不想了」,1
楊金龍示警：實體經濟與金融似已脫鉤,1
敲牆壁 住戶超崩潰,1
歲末迎金牛 台南星級飯店推特色年菜饗饕客,1
國民黨主席擬明年7月改選 上任後握有2022提名權,1
公立實中選擇再加一！IB認證不怕出國留學,1
《綜藝新時代》浩翔榮登最美「鬼頭刀版本的美人魚」！阿翔緊牽浩子手怒喊不舒服,1
遏制變種病毒蔓延 強生宣布英國封城,1
週三起急凍! 跨年夜北部7度.馬祖5度,1
到超市購物防盜器狂響 網友曝關鍵：十有八九是這個原因,1
西門町墜樓亡 男留紙條「如果我走不要救我」,0
【醉妹帶回家3】「對結婚沒共識」分手周興哲　趙岱新沒把復合說死,1
擋萊豬行政命令 藍將發起48小時動員,1
專家觀點：記憶體、顯卡是漏網之魚潛力股,1
御用造型師Andy選貨品牌韓潮著衣開幕囉,1
不孕罹癌找上身,1
PLG／風波後首出賽 譚傑龍期待未來更好,1
TWICE未公開的照片曝光 分組合照你最愛誰,1
【司法高官捲醜聞1】石木欽案炸鍋了　富商籠絡司法官細膩手法大公開,1
海象嚴峻「暫緩打撈失聯F-16」！空軍：明年4,1
危害金融穩定判死刑！銀保監會要求以「賴小民案」為鑒,1
【科技少東偷情9】與翹臀前員工爆不倫　華通少東回應了,0
M41D戰車運抵金門 陸軍：煞車系統安全無虞,1
華航副機師遭爆居檢未滿偷跑打高爾夫 公司證實回應了,1
台劇性感3姝！況明潔辣露美乳她看呆,0
新冠單日死亡創高 梅克爾艱困寒冬來臨,1
談萊豬又落淚 楊志良：我說萊豬有毒 請也來傳我,1
冷戰被派馬祖飽受磨難 美軍上校刻石碑抱怨長官,1
疫情明年5月將獲控制    命理師：台灣國際地位被強化,1
拜登上台文在寅急修復日韓關係？新駐日大使月中上任,1
絕佳英語力！聖心女中黃書霈入選外交小尖兵,1
新冠肺炎防疫 指揮中心：印尼移工18日起持續暫緩引進,1
9縣市跨年改線上倒數　台鐵取消12班散場加開列車,1
【鏡評】通貨膨脹隱隱作響,1
縣議員買票遭判當選無效　遞補人也爆涉賄尷尬了,1
校外人士路不熟 汽車誤闖台大次震宇宙館樓梯,1
「台新名人慈善配對賽」大溪開打,1
「2020高雄市旅行公會國際旅展」基隆市府首度參展,1
民進黨：尊重公投創制權利 但不應成政治操弄工具,1
【司法高官捲醜聞5】欠款3億喬到免賠　他還追殺孤兒寡母討5億,1
新婚尪偷吃閨密　正宮竟說：沒有任何事比和她共享老公更棒了,0
面試被問對什麼工作內容有興趣？ 她一句話讓面試官臉垮下來,1
林靜儀談《診間裡的女人2》──掙回自己身體的藥方,1
親美喊假的？藍拒AIT餐敘.反萊豬.盧突襲酈英傑,1
中醫醫藥分業爭議再起　立委無端遭捲入,1
新冠境外+3！ 非洲台商當地確診 包機返台就醫,1
看到警車心虛踩油門想逃 八德警街頭追獲毒品,1
小號演奏家曾猥褻少女 這次性侵女性朋友遭判刑3年2月,0
台股有泡沫危機？當年8個月狂瀉80％的慘劇 「借錢買股票」帶來的教訓,1
OL相親被要求是「處女」　3年找不到對象公開5條件網看傻,0
學測倒數魔鬼營上場 老師：效果因人而異,1
行人闖軌遭撞亡 台鐵內壢桃園間路線中斷,1
超商本業變了？店內放滿包裹貨架「成物流中心」 2巧思太專業,1
推廣身心障礙者權利公約精神 南市社會局攜手瑞復益智中心巡迴公演,1
走路不穩跌倒送醫...醫師檢查驚見癌細胞轉移腦部,1
嘉縣罕病童桌球比賽沒前三名 竟被罰鴨子走路與開合跳,1
複選決定參院多數 川普、拜登急赴喬州衝刺,1
"投資桃園金額逾2,370億元 創造就業人數2萬多人",1
為戲狂嗑雞排珍奶增胖10公斤　潘之敏演技征服觀眾：以為真的精障,1
機車轉乘到底有無優惠？ 北市承諾研擬實施辦法,1
川普推數十新規 拜登上台後將廢除尚未生效且有害者,1
英國專案144人已採檢 莊人祥：無人呈現陽性反應,1
銅價突破8000美元關卡 創2013年以來新高,1
我對陸出口占比過高 經濟部點出三大原因,1
曾重灌電腦滅證！27歲男恐嚇血染跨年夜 遭聲押禁見,1
高通推入門5G驍龍480 料與聯發科搶地盤,1
港病人1傳4 醫師沒接觸也染疫 專家：料短距離空氣傳播,1
台灣人口首度負成長　2020新生兒創新低少於死亡數,1
將從紐交所下市 中國移動港股價跌至14年來新低,1
第一份工作月領30K　他離職後驚覺「社會真實面」超後悔,1
點名「四大萊委」！羅智強發起「1225割萊委」行動,1
南台科大跨領域團隊獲「2020通訊大賽」亞軍校園菁英獎,1
600公尺高空墜落 手機「奇蹟生還」網讚最佳防摔實測,1
109年公費留考錄取率23.9％ 創歷年新高,1
滿心歡喜吃火鍋 友人這一舉動令她瞬間暴怒,1
中職／中信22人教練團大陣仗 王建民今年整季待好待滿,1
住宜蘭台北上班每天通勤可行嗎？ 過來人曝經驗：搭了12年客運,1
薪水回捐.惡意欠薪...社工勞權受損,1
最艱困的一年 最暖心的禮物,1
NBA／巴格利父親交易請求惹議 福克斯爸爸火上加油,1
又一個！在西門町舉牌 金髮男徵乾媽,1
嚴防中機擾台 空軍取消2021元旦戰機衝場,1
4人花7k豪點「無菜單聖誕套餐」 上桌秒後悔直列黑名單,1
iPhone 12 Pro拍照放大絕 Apple ProRaw攝影師實測心得,1
年節為失智走失高峰 老媽媽採買年貨卻忘了回家的路,1
鴻韻專業音響整合工程&各大廠牌銷售推薦,1
釣魚偷拍不雅片勒索職籃球星　2嫌背景、犯案手法曝光,0
認孩子遭補習班老師不當管教 家長捲書本攻擊判賠1萬,1
「別再亂找乾媽」　西門町舉牌背景畫家現身：每次掃黃都有我,1
東京奧運無法像「歷屆一樣」 主席嘆：可能沒有觀眾,1
沒人慶祝！壽星孤單吃「微波拌麵」 網友暖心幫P成生日大餐,1
疫苗廣泛應用前，石油需求前景仍彌漫不確定性,1
川普推數十新規 拜登上台後將廢除尚未生效且有害者,1
中職／「全猿主場」引領潮流 細數劉玠廷帶來的變革,1
持修cosplay人氣動漫角色還原度超高　網笑：直男會發瘋,1
【港府大拘捕】回應「港版美麗島事件」　流亡海外港人盼台灣給予更多幫助,1
賓士離職員工復仇 開推土機拆70車,1
北榮找到台灣人特有「腦中風」突變基因 這種人要注意！,1
幸福企業！亞尼克董座：員工年終最高發出六個月獎金,1
啃老逆子被逼找工作 失控「亂刀弒母」冷看她躺地氣絕,0
澎湖將軍衛生所醫師陳豪騫昏倒送醫 義大接手駐診,1
公司交換禮物爽抽電腦螢幕 一打開瞬間從天堂跌到地獄,1
春節北上慶團圓 台灣高鐵推優惠專案,1
【少小離家缺錢回1】驚世女兒離家16年不聞問　為爭3千萬家產兄妹反目,1
新冠病毒專家上飛機才知進不了大陸 世衛傻眼失望,1
馬斯克讚中國「比美國更關心人民」　王丹酸：去說給馬雲聽,1
公務員比科技業更容易「過勞死」？網曝關鍵差異,1
加州第22號提案通過後 Uber、Lyft開始調漲司機工資與福利津貼,1
克魯曼：從喬治亞選戰  看共和黨淪為「蒼蠅王」野蠻人,1
【追劇指南】耶誕特輯3片連發　瑪麗亞凱莉獻辣肉陪嗨,1
蔡尚樺合體仙女主播 網驚：雙胞胎？,1
車禍現場捕捉真理褲辣妹 網鼻血狂流：氣消了,1
【型男換人當】阿基師閃離15年《型男大主廚》　感嘆長江後浪推前浪,1
【搶鏡頭】王思佳　知男而上「我要進來了」,0
川普逼喬治亞州務卿找出選票翻盤 引發違法疑慮,1
【乾爹吸光直播主2】乾爹輕鬆騙到千萬　只因掌握直播主一個心態,1
Jo Malone London推出異國情調香水　緋紅罌粟香氣讓你迷醉,1
長榮大學校園設蘭花教學溫室 學生校內實習強化就業力,1
疫情升溫！泰、不丹、澳洲變中低風險,1
東京鐵塔亮起「青天白日滿地紅」國旗色　台灣祭迎新年,1
47歲男星宅在家　脫口稱「幫」老婆帶小孩挨轟歧視,1
夫控妻外遇同事摸頭撫背辯「推拿」 法官採信判免賠,0
華航新塗裝「大C包台灣」 綠委諷：不如放杯珍奶,1
【固心防殺館長1】做案前帶殺手探監「勤教」　前金50萬全拿來還債,0
盧秀燕槓上AIT錯了嗎？黃暐瀚看完民調回應了,1
【固心防殺館長2】躲監控操盤恐嚇被害人　寶和會前會長還是被拍到,0
宵夜點「鹹豆漿」同事嫌棄像「餿水」 網反擊：根本人間極品,1
建幼兒園恐咬傷幼童？桃市國小讓渡3校犬惹關注,1
明志科大長庚可用資金最多 4校為負數,1
【搶鏡頭】花花、納豆　啾咪驚魂「像極了愛情」,1
申請租金補貼 桃園1/18起申辦,1
高雄旅展 金門異國風情主題超吸睛,1
《乘風破浪的姐姐》名單外流　張栢芝恐與王菲世紀同台,1
巧克力OUT！月事來靠5種「黑色」食物助緩經痛,1
惡劣！「漁夫」欺騙運動員視訊 盜錄私密片,0
鱷口餘生騎士犬 警長授勳收編為警犬,1
柯：綠執政走鐘 原因出在「衝衝衝」,1
蘭陽戲劇團《碧海青天》 12/23新竹市演藝廳登場,1
2021年全球最豪華酒店！　疫情後想出國必住名單出爐,1
白天2人+晚上42人 莫斯科舞團全數離台,1
《霸王別姬》上映28週年！　造型師曝張國榮「白娘子」扮相網暴動,1
2020媽媽年度代表字出爐！2成受夠「忍」小孩、忍老公，3成讚「安」啦,1
國民黨團幹部改選 費鴻泰接任總召,1
破天荒老高的「第一次」給老蕭　合作單曲〈星期三〉即將推出,1
欲擒故縱！Ella傳授把男人祕訣,1
遭同行酸「態度差、不願等」　女外送員公開取餐畫面還原始末,1
高樓大廈間藏著三合院！「溫叨古早味」柴燒桶仔雞外酥內多汁,1
無螢幕設計？疑似Google自製智慧手環設計專利曝光,1
宜蘭堅持「零檢出」陳時中：地方對食品不夠專業,1
5G網速輸了？中華電：路遙知馬力,1
大陸國產客機C919新突破 新發動機推力增2倍,1
港警逮捕美籍人權律師關尚義 控涉顛覆國家政權,1
環團指違章工廠斷水電承諾跳票 立委官員激辯,1
配合中央食材國產化3章1Q 桃園還要推在地豆漿、黑豬肉,1
【慟人啟發】詹斯敦／出自於上帝之手的巧合,1
嘆與世界脫軌 王全璋：適應家庭生活成最大挑戰,1
HBL／預賽初體驗沒開胡 輔仁教頭遺憾,1
恐嚇跨年放炸彈　2男遭傳喚稱帳號被盜「發文IP在日本」,0
清寒生靠奶奶打零工吃剩菜　看到這一幕讓奶奶哭了！,1
咖啡廳店員用「台語」點餐 老闆要他賣擱共：別人會覺得很俗,1
「每10分鐘1人染疫亡」　洛杉磯急診醫護：急救沒用就別送醫,1
不顧對方「痛醒」抗拒　前樂團小號手涉撿屍性侵,0
袁富華獻出台劇第一次　朱軒洋對戲金馬男配「腳都是冰的」,1
狗仗主人勢！豆柴躲腳邊囂張狂吠 爸走開秒變臉裝乖,1
美國會正式認證拜登當選　小英再道賀：盼台美關係持續深化,1
中國武漢疫苗爆73種副作用 　「世界上最不安全 」示警文遭下架,1
【鏡大咖】球后的征途　詹詠然,1
蘿莉塔徵男友效應？　清涼妹西門町「徵乾爹」遭疑不單純,0
22歲華為千金被爆進軍演藝圈　哈佛學霸舊照起底驚呆網友,1
美國確診+2病毒量皆高　20多歲女三採陰入境仍確診,1
澳洲雪梨本土群聚 北海灘居家令3天,1
出門丟垃圾 她做錯1動作：當場斷指,0
高中木棒／林逸翔投打發揮花體搶勝 鶯歌勝大理,1
三星「眾星拱悅」迎春大放送！買指定5G手機、平板、電視送好禮,1
超有效率「冬季減重攻略」,1
共機擾我空防 運八遠干機今進入我西南防空識別區,1
【本土零確診破功】機師未戴罩行為脫序　交通部開罰長榮100萬元,1
毒蟲母「熱水澆嬰」活活燙死 醫生：劇痛超過1小時,0
《海賊王》台灣、中國旗幟並列遭撻伐　網神解析：抵制失敗,1
寒流來襲 北市開設避寒所、24小時弱勢需求通報,1
萬餘新客房住一晚只要499！台北凱撒大改造 每日限3間,1
桃園主辦「國際城市線上對談」 分享成功防疫經驗,1
【北市跨年照辦】重申「辦活動防疫優先」　侯友宜：絕對不要造成破口,1
寒流來襲今晨急凍剩4.3度　大台北志工寒冬送暖關懷街友,1
彩色口罩含致癌成分？　食藥署抽檢「最重罰200萬」,1
桃園5、北市30自主健康管理者趴趴走　羅一鈞不曝天網背後有原因,1
共軍火箭軍成立5周年 宣傳短片公開新型飛彈畫面,1
台南黑面琵鷺疑中毒  抗毒血清助搶救,1
安全帽不是有戴就好 你有買對嗎？,1
台男疑欠債遭綁勒贖 菲警跨年夜攻堅逮中國籍嫌犯,1
阿妹不只送上台東跨年專場　年終驚喜再推新單曲,1
鋼彈模型商萬代想仿效Sony 充實自家IP發展訂閱服務,1
行動佛殿元旦駐錫台北中正紀念堂 祈福法會暨公益慈善演出,1
